行っている地域活動,行っている地域活動,行っている地域活動,行っている地域活動,行っている地域活動,行っている地域活動,行っている地域活動,行っている地域活動,行っている地域活動,行っている地域活動,行っている地域活動,行っている地域活動,行っている地域活動,行っている地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,在住地域で関わりたいと思う地域活動,属性,属性,属性
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,25～29
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,はい,1,はい,1,いいえ,0,はい,1,いいえ,0,いいえ,0,女性,2,40～44
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,男性,1,55～59
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,はい,1,いいえ,0,いいえ,0,女性,2,45～49
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,25～29
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,30～34
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,20～24
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしていない,1,いいえ,0,はい,1,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,女性,2,50～54
過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,全くしたことがない,1,週に1回以上している,6,8日以下,7,はい,1,はい,1,いいえ,0,はい,1,はい,1,はい,1,いいえ,0,いいえ,0,女性,2,45～49
過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしていない,1,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,45～49
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,40～44
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,男性,1,65～69
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,35～39
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,全くしたことがない,1,1時間以下,2,はい,1,いいえ,0,いいえ,0,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,男性,1,65～69
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,35～39
全くしたことがない,1,全くしたことがない,1,過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,男性,1,55～59
過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,全くしたことがない,1,過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしたことがない,1,1時間以下,2,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,40～44
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,40～44
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,年に1回以上している,3,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,男性,1,30～34
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,はい,1,はい,1,いいえ,0,はい,1,はい,1,いいえ,0,いいえ,0,男性,1,55～59
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,男性,1,70～74
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,男性,1,45～49
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしたことがない,1,全くしていない,1,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,1日以下,5,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,70～74
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,男性,1,75～79
過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしたことがない,1,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,1時間以下,2,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,40～44
過去2～3年の間にしたことがある,2,年に1回以上している,3,半年に1回以上している,4,半年に1回以上している,4,年に1回以上している,3,月に1回以上している,5,4日以下,6,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,男性,1,30～34
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,はい,1,はい,1,はい,1,はい,1,はい,1,はい,1,いいえ,0,いいえ,0,女性,2,30～34
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,男性,1,40～44
全くしたことがない,1,全くしたことがない,1,半年に1回以上している,4,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,6時間以下,4,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,女性,2,75～79
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,半年に1回以上している,4,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,はい,1,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,女性,2,35～39
全くしたことがない,1,全くしたことがない,1,半年に1回以上している,4,半年に1回以上している,4,全くしたことがない,1,全くしたことがない,1,6時間以下,4,はい,1,いいえ,0,はい,1,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,男性,1,45～49
年に1回以上している,3,全くしたことがない,1,全くしたことがない,1,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,1時間以下,2,いいえ,0,いいえ,0,はい,1,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,女性,2,60～64
半年に1回以上している,4,過去2～3年の間にしたことがある,2,半年に1回以上している,4,月に1回以上している,5,月に1回以上している,5,過去2～3年の間にしたことがある,2,1日以下,5,いいえ,0,いいえ,0,はい,1,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,男性,1,60～64
全くしたことがない,1,全くしたことがない,1,年に1回以上している,3,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,はい,1,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,女性,2,45～49
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,男性,1,60～64
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,女性,2,55～59
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,55～59
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,3時間以下,3,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,45～49
週に1回以上している,6,週に1回以上している,6,全くしたことがない,1,半年に1回以上している,4,半年に1回以上している,4,全くしたことがない,1,全くしていない,1,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,40～44
全くしたことがない,1,全くしたことがない,1,過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,60～64
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,45～49
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,30～34
全くしたことがない,1,全くしたことがない,1,半年に1回以上している,4,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,1時間以下,2,いいえ,0,いいえ,0,はい,1,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,男性,1,50～54
全くしたことがない,1,全くしたことがない,1,半年に1回以上している,4,全くしたことがない,1,年に1回以上している,3,半年に1回以上している,4,1日以下,5,はい,1,いいえ,0,はい,1,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,女性,2,65～69
半年に1回以上している,4,全くしたことがない,1,年に1回以上している,3,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,3時間以下,3,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,女性,2,45～49
全くしたことがない,1,全くしたことがない,1,半年に1回以上している,4,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,55～59
全くしたことがない,1,全くしたことがない,1,半年に1回以上している,4,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,全くしたことがない,1,1時間以下,2,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,60～64
過去2～3年の間にしたことがある,2,全くしたことがない,1,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしたことがない,1,全くしていない,1,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,男性,1,45～49
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,はい,1,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,女性,2,40～44
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,55～59
年に1回以上している,3,全くしたことがない,1,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,年に1回以上している,3,全くしたことがない,1,1時間以下,2,はい,1,いいえ,0,いいえ,0,いいえ,0,はい,1,はい,1,いいえ,0,いいえ,0,女性,2,45～49
全くしたことがない,1,全くしたことがない,1,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしたことがない,1,1時間以下,2,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,55～59
全くしたことがない,1,年に1回以上している,3,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,1時間以下,2,はい,1,はい,1,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,35～39
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,65～69
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,はい,1,いいえ,0,いいえ,0,はい,1,はい,1,いいえ,0,いいえ,0,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,35～39
過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,40～44
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,1時間以下,2,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,35～39
過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,1時間以下,2,いいえ,0,いいえ,0,はい,1,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,女性,2,60～64
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,45～49
過去2～3年の間にしたことがある,2,全くしたことがない,1,過去2～3年の間にしたことがある,2,年に1回以上している,3,全くしたことがない,1,月に1回以上している,5,3時間以下,3,はい,1,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,55～59
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,30～34
過去2～3年の間にしたことがある,2,全くしたことがない,1,過去2～3年の間にしたことがある,2,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,1時間以下,2,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,40～44
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,はい,1,いいえ,0,いいえ,0,女性,2,55～59
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,女性,2,45～49
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,40～44
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,40～44
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,年に1回以上している,3,年に1回以上している,3,全くしたことがない,1,1時間以下,2,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,女性,2,50～54
半年に1回以上している,4,全くしたことがない,1,半年に1回以上している,4,月に1回以上している,5,半年に1回以上している,4,半年に1回以上している,4,4日以下,6,いいえ,0,いいえ,0,はい,1,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,男性,1,70～74
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,男性,1,35～39
過去2～3年の間にしたことがある,2,全くしたことがない,1,週に1回以上している,6,年に1回以上している,3,過去2～3年の間にしたことがある,2,年に1回以上している,3,13日以上,9,いいえ,0,いいえ,0,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,65～69
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,40～44
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,1時間以下,2,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,男性,1,30～34
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,男性,1,30～34
半年に1回以上している,4,全くしたことがない,1,過去2～3年の間にしたことがある,2,月に1回以上している,5,年に1回以上している,3,年に1回以上している,3,1日以下,5,はい,1,いいえ,0,いいえ,0,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,女性,2,45～49
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,年に1回以上している,3,全くしたことがない,1,全くしたことがない,1,1日以下,5,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,35～39
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,女性,2,30～34
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,45～49
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,男性,1,55～59
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,55～59
全くしたことがない,1,全くしたことがない,1,月に1回以上している,5,年に1回以上している,3,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,はい,1,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,男性,1,65～69
月に1回以上している,5,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,1時間以下,2,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,40～44
過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,過去2～3年の間にしたことがある,2,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,男性,1,45～49
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,過去2～3年の間にしたことがある,2,全くしたことがない,1,年に1回以上している,3,全くしたことがない,1,1時間以下,2,いいえ,0,はい,1,はい,1,はい,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,女性,2,35～39
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,50～54
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,男性,1,50～54
週に1回以上している,6,全くしたことがない,1,週に1回以上している,6,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,4日以下,6,いいえ,0,いいえ,0,はい,1,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,女性,2,60～64
年に1回以上している,3,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,はい,1,はい,1,はい,1,いいえ,0,はい,1,いいえ,0,いいえ,0,いいえ,0,女性,2,40～44
全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしたことがない,1,全くしていない,1,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,いいえ,0,はい,1,女性,2,45～49
